run,mean_tow_speed,std_tow_speed,t1,t2,n_blade_pass,n_revs,mean_tsr,mean_cp,mean_cd,std_tsr,std_cp,std_cd,std_tsr_per_rev,std_cp_per_rev,std_cd_per_rev,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,t1_wake,t2_wake,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upvp,mean_upwp,mean_vpwp,k
10,0.8001151315789473,0.004693733862006538,18.0,33.58,25.0,8.0,2.1001878897219344,0.2390532074918437,0.931100750979022,0.10702579203941909,0.11515123989192873,0.30695657803354004,0.005975582449273104,0.005905752265578526,0.006947523813422787,0.015105614951661352,0.01564897600198127,0.01756774979431193,7.000054626425041,11.065308308997384,7.1110283196090025,18.0,33.58,0.0,0.25,0.20633290517850247,-0.00046854939676979043,-0.03429749685204235,0.09767887692092153,0.10058463442329571,0.07739430896854069,-0.0013609945324962848,-0.0020231252853623346,0.0006452136294615268,0.012820039295571807
11,0.8001214171974522,0.00452470683818835,18.0,33.7,24.0,8.0,1.999582541298852,0.2517868939530739,0.9250474955760599,0.1159603649377664,0.12042481989827303,0.29819158545995716,0.0014074895577079777,0.01162980871147406,0.01208624256957493,0.0035579860961157898,0.029554718163940393,0.030555390164367664,7.000956156582156,8.009945997887082,7.036675355568864,18.0,33.7,0.0,0.25,0.22529340559241667,-0.012356687867183498,-0.028838216666366524,0.08711822249599778,0.08725563892369718,0.05931579701467744,-0.0009331927744549316,-0.0011576831454427005,0.0004954010201810308,0.00935776598038447
12,0.8001249999999999,0.004411954194575042,18.0,33.84,23.0,7.0,1.8997657081251575,0.2492524214215691,0.9025376030702849,0.12223411636684971,0.12097639055682366,0.2846538942687308,0.0021007277980449562,0.00584582051734737,0.015034578496338437,0.005552144668348838,0.01577188598656023,0.03973220244810724,6.000357563152882,9.0408021477452,6.020316107385933,18.0,33.84,0.0,0.25,0.2127323232913352,0.007695707180362366,-0.02371748740783501,0.0833135660869186,0.07440364882190387,0.0678673509679811,-0.0008274605430758695,-0.0021288858745981652,0.0010622267460168888,0.008538819104389967
13,0.8001125781250003,0.004321347306350351,18.0,34.0,22.0,7.0,1.7998399443127742,0.25424555838185764,0.886727625091487,0.13518194201916114,0.12862061903887842,0.2818737347127386,0.002669419167856609,0.006979690945856972,0.015479883786734115,0.007055179297005646,0.018575531167867056,0.04090923048603576,6.000215369418183,7.948386758085185,6.0191649740248145,18.0,34.0,0.0,0.25,0.23834854623856838,0.015858749971957877,-0.03294781257613067,0.08608006433411265,0.0794980740236948,0.07278134521044347,-0.0001835905482825643,-0.0023835558940160507,0.001447293318061772,0.009510449423420041
14,0.8001202891487978,0.004166581830836717,18.0,33.39,20.0,6.0,1.6997351043125455,0.24436213467993223,0.8624506452508638,0.14762286646589834,0.13372559472455864,0.27682062255391454,0.0028956377335852455,0.00402755370598628,0.009600844812927521,0.008153894595863239,0.011609358578944092,0.027015057579093348,5.000148444436785,9.204212049725967,5.04154054698522,18.0,33.39,0.0,0.25,0.21264587405901414,0.004644899325196579,-0.007881091635492997,0.08886445353464323,0.09426154993186558,0.06678329602545507,0.0007521283114450877,-0.0009732356610372996,0.00045253345375380983,0.010617619122847033
15,0.800099758842444,0.0042177070363533286,18.0,33.55,19.0,6.0,1.5991926964478154,0.22588419101383994,0.8330372134681888,0.15703604546971134,0.13415716573805767,0.26607171573636595,0.0019260903344146998,0.0056220725316577964,0.0036830237848513836,0.005423705325808095,0.015715962781786736,0.010325270359054234,5.000326790047676,6.999012259924374,5.283443375254817,18.0,33.55,0.0,0.25,0.19875876490181285,0.008981987784287736,0.0007661627888638765,0.07548453744457953,0.0743322376107367,0.07098440700691305,9.414940513183107e-05,0.0002362250158968237,0.0004886529194176062,0.00812837618213021
16,0.8001206210191083,0.004256430186523428,18.0,33.7,18.0,6.0,1.500119674951992,0.2089486150325069,0.8085613563749726,0.17166246064680163,0.13946707235725223,0.2532254121541884,0.0017340778715186213,0.003302640507821052,0.00710651353256956,0.0048830086941633625,0.009636939689686368,0.019984614345389163,5.000393172776941,9.756119921871639,5.075864904895192,18.0,33.7,0.0,0.25,0.19584426741456096,0.0057121019525702595,0.006006687923162511,0.08364757300837022,0.09640606435937933,0.07086747996712131,0.000834151010851148,-3.204386972966889e-05,0.001343674532301916,0.010653228887282377
17,0.8001038522012578,0.004075081063326308,18.0,33.9,17.0,5.0,1.3995034826271562,0.18677960256073234,0.7733189035051111,0.18565038647150484,0.1418465494977125,0.2497128731577748,0.0010780769554953207,0.0036833153886896707,0.004808971484401742,0.0033463942488521905,0.011061482623863314,0.01483763866545008,4.0007942255274385,6.887405468941864,4.1328941854347665,18.0,33.9,0.0,0.25,0.25903932044211364,0.009845283028776552,-0.05396257858414426,0.11701917414635417,0.1154499844920351,0.10714014732087591,-0.0002505602860712335,-0.0035782201526162022,0.0023274076801644778,0.019244544277886032
18,0.8000841887417218,0.004098927744351812,18.0,33.1,15.0,5.0,1.299692636475148,0.16524992959211676,0.7409748428933626,0.20043758675327145,0.14348686479504286,0.2650613581680428,0.0029616011955728547,0.0037096599636151934,0.0054250524254894905,0.009193238010308472,0.011105191161142565,0.0167592060879813,4.000102845561562,6.465332304807003,4.104347599594901,18.0,33.1,0.0,0.25,0.3135794360419213,0.010137086158999187,-0.04549370855073728,0.12950687262683258,0.1397270527615302,0.12186442878644883,0.0012609892190323755,5.7850584854577416e-05,0.0032125150286785404,0.025564836579040295
19,0.8000851900393184,0.004174561500826028,18.0,33.26,14.0,4.0,1.2003527707132196,0.14265979596125697,0.708916455877706,0.21097498944918794,0.14059576521771103,0.2921985645836451,0.0019179403149033331,0.0016905414216710083,0.01247036164815196,0.007047834359413014,0.006072605946425338,0.04574109444463458,3.0001799641920477,9.519322002604873,3.0147757460235987,18.0,33.26,0.0,0.25,0.3684223460460443,0.037891874284294906,-0.03755439062933755,0.1351748818160965,0.13582451789409616,0.11333416916911426,0.000735676737596853,-0.0011522202655160887,0.0025731618726580223,0.02477447100316107
20,0.8001056634304206,0.004179372121326804,18.0,33.45,13.0,4.0,1.1006999480880866,0.10314531202996127,0.6885126446251153,0.19241273330887862,0.11722893990938989,0.27708328817518757,0.0025258022782466993,0.006134469939324465,0.006811384946011752,0.009281629709240137,0.021483121917985907,0.024878094148788957,3.000101654435216,3.4817449327667522,3.049609501919975,18.0,33.45,0.0,0.25,0.39108220077369177,0.03829611648137087,-0.03350970887019175,0.15246260706333803,0.15145342906475073,0.11343368899610613,0.001699974003776601,-0.0030590419470575008,0.0012288667703858817,0.029515539716794232
21,0.8000954805856143,0.004012748860582153,18.0,33.71,12.0,4.0,0.9998449070327882,0.0781532283984003,0.6677493974001683,0.1790466117954639,0.09948288651946569,0.25289219186172557,0.0011210600075204733,0.002967459785400014,0.0038659062885836107,0.004119377626894556,0.009831713599515186,0.013952034470175597,3.000506169310107,4.755247161295455,3.1548108484385695,18.0,33.71,0.0,0.25,0.484404533712543,0.046935864765376534,-0.02441534073219352,0.1479717833277304,0.17142983856607907,0.11945326068153148,0.0053803945515860565,0.0008792215355900307,0.0038782286474842408,0.03360027045356612
22,0.8000938086303943,0.004146552204497062,18.0,33.99,11.0,3.0,0.9000030911342858,0.05404127117532444,0.6335530641342326,0.14784964972041337,0.07368772191394068,0.1976903060521534,0.00041027607582666163,0.004108592214563783,0.00961529277941352,0.0021598977713763175,0.018745401103329413,0.050341400474753696,2.0024759882924563,2.487179986431856,2.0165808520617734,18.0,33.99,0.0,0.25,0.4632672305751862,0.04440619137927044,-0.026746091445428312,0.160082978741345,0.15735207184287434,0.1283856673406606,0.004359158015448065,0.001238150698775673,0.0011004268592555413,0.03342409472256144
23,0.8001002240401915,0.0038931029890506984,18.0,32.73,9.0,3.0,0.799552040183269,0.04406767193668282,0.5812487234653202,0.13504096728605633,0.06070054525269637,0.16649375850622666,0.0007094036421769925,0.0003710110137299396,0.0020344070364080743,0.003737105478960623,0.0029969821461853924,0.009511258030177782,2.0008147716356763,9.18812121290288,2.3818054521023,18.0,32.73,0.0,0.25,0.4650054459039748,-0.012065328290081079,-0.03973039056538922,0.21415401994652306,0.18344485683725306,0.123318152995529,0.007143846809483592,-0.00020542704708839272,-0.00039020375628861565,0.05073723609661511
24,0.800104027406417,0.003948767650546004,18.0,32.96,8.0,2.0,0.6996035292924714,0.03584077933161049,0.5558837301758729,0.11791855763756125,0.0475278095052773,0.1534050150300256,0.0012138293062212702,0.0008771744209470633,0.0001648178562956848,0.0218049538990251,0.0042482338422262554,0.0014999940758257484,1.0001371548786602,5.005339127077689,8.820583859208336,18.0,32.96,0.0,0.25,0.5351376176632666,-0.02955838073969327,-0.08187733946634546,0.17383057758033255,0.1900967051574751,0.12582982726716904,-0.002797017018532013,-0.00044241049001879715,0.0008292898052722236,0.046216420836957026
25,0.8000916393442623,0.0038074920321263086,18.0,33.25,7.0,2.0,0.6006151721871128,0.022363452162717675,0.5291335311829716,0.10247738537696226,0.03462655840666004,0.13660949810912926,4.715107521607864e-05,0.0010427488855709304,0.004997725318747648,0.0007043209407912749,0.005534992759112296,0.08401798433988718,1.0915053059130508,3.026358214481985,1.030844174199142,18.0,33.25,0.0,0.25,0.40246032748466787,-0.045878360724672065,-0.07121967222892725,0.38442160712229995,0.21279133651468554,0.14500925755393468,0.001822529491246272,-0.007395950688460276,0.0027616083779804686,0.10700880848502572
26,0.8001073932441044,0.003836879949989575,18.0,33.69,6.0,2.0,0.5000504305532409,0.01510393966409424,0.49310811159370344,0.08373123781835153,0.024439531568559738,0.1165459471210435,0.00026110329957992895,0.0010747142658750408,0.007543385652643703,0.004661616518959536,0.006606452934121584,0.13158052044117885,1.0028973331232498,2.2566849982910058,1.013487589516899,18.0,33.69,0.0,0.25,0.49192670511480696,-0.04665933720691965,-0.0699381771985423,0.3006597253760595,0.1879120846683026,0.13554480453849058,0.016399907149134176,-0.003486940961547569,0.0024792262175508417,0.07201685079601954
27,0.8000921002295334,0.0037943320172720302,18.0,31.07,4.0,1.0,0.40001355547543554,0.011172064394662158,0.4556512382116922,0.06806060819624073,0.016819681368829192,0.10087531983740756,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,18.0,31.07,0.0,0.25,0.46000918504467303,0.03183696898370675,-0.06252754408755364,0.24170728285453522,0.18332214882448586,0.13264818927871577,0.005917800117888111,-0.0020648261239042316,0.003298213550135821,0.05479150592532296
28,0.8000889846743295,0.0037715602824321976,18.0,31.05,3.0,1.0,0.300288187686978,0.008154179716207282,0.42480295238691756,0.0543107684967348,0.010551328057257807,0.0832538480368552,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,18.0,31.05,0.0,0.25,0.5240306514909873,0.008331544717944067,-0.020506130233344577,0.26711859648371045,0.20148373197913366,0.15124934740013624,-0.00026152277113325543,0.0014607257540042089,0.0038600513719203792,0.067386370553628
29,0.8000874139250191,0.003795545477072924,18.0,31.07,2.0,0.0,0.19955613173821712,0.004346134356346113,0.38739736825717835,0.03889201170906816,0.005819033936141082,0.058190298608960245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.0,31.07,0.0,0.25,0.5283990049174991,0.01735692435352512,-0.04447819437730456,0.3685698866174383,0.2441188835512685,0.14379494664869094,0.004922852025602386,0.002749209136593708,0.004195064678704192,0.10801605070944205
30,0.8000896990740742,0.003771444207957893,18.0,30.96,1.0,0.0,0.10017865349186192,0.0017037154077276786,0.33427711145341515,0.025447019390527716,0.002277273073351812,0.057728279126076344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.0,30.96,0.0,0.25,0.4787225010078303,-0.030988039961991974,-0.035136574158923954,0.26421469688723875,0.23439477430717454,0.1375723991931817,0.010270354045377253,-0.0013797940488770206,0.002018330334262247,0.07181052007878266
