run,tsr,cp,cd,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upvp,mean_upwp,mean_vpwp,k
10,1.899957197425596,0.255821574659755,0.9372929715546003,0.00946285832841793,0.01831536165394508,0.023729276561795642,8.000089962224111,9.04252631607233,8.026647216592657,-1.2,0.0,1.064468413916847,-0.1130682351464844,-0.037214045755043175,0.1745396566687033,0.18281810713273336,0.15036465545852848,0.010486687644979528,0.001681749133801033,0.001490342152156543,0.04323350666910265
11,1.899683558027067,0.25472675789738564,0.9308562664366317,0.009514016074358134,0.02554948136308303,0.029621923789577728,8.00008899173251,8.532398587809789,8.01709839410388,-1.1,0.0,0.8953084672052634,-0.07689482516575334,-0.021395833495516464,0.21583798248834246,0.20929488702094048,0.16325239283617757,0.015409123992949806,-0.001348413926206399,-0.004445195570100812,0.05850119982339375
12,1.899893363597257,0.25290390282716935,0.9290471197472051,0.008626034995481398,0.022244704305862797,0.03953854783667666,8.000108264811887,8.70395755047404,8.009596554049603,-1.0,0.0,0.7412199068616602,-0.048170813779495704,-0.06173974437341307,0.21795929577807863,0.203061972380389,0.18508735827840742,0.014465082019216537,-0.002298087359771473,0.0005724109696558722,0.06147819587725181
13,1.8999228787597235,0.25515265216549077,0.9311570092439414,0.008235335254236644,0.013668773979470345,0.018366238012019805,8.000118779589837,9.888335651938146,8.044492017726014,-0.9,0.0,0.582849361250777,-0.027312037727484577,-0.09217518495574904,0.19321083302355685,0.19808336475727295,0.15229470673917736,0.009377969441215364,-0.0028755035251434593,-0.0002673932958567547,0.049863789332967576
14,1.899814106961797,0.25229510416364215,0.931895672881874,0.007379958845705544,0.020184854676366815,0.02281433380938901,8.00014790336544,8.85637588932204,8.028827884293928,-0.8,0.0,0.467731519056777,-0.010139448804732647,-0.046973790236245226,0.16500525531272872,0.1537321878233631,0.12338015587070021,0.009247219259982982,-0.003565088405901965,-0.0036640356520112197,0.03303038870656136
15,1.899640566190444,0.2548581946285779,0.9317355566501294,0.0068796010413595815,0.016350155396964123,0.026504813824531313,8.00017019562471,9.311736137594712,8.021358035500791,-0.7,0.0,0.4412291668404284,0.015666554581780893,-0.03546975810690695,0.14939413702028298,0.12217178862508911,0.11020697003028732,0.002265167180519322,-0.003315246833172951,-0.0010291927733059474,0.024686766261665365
16,1.8999254624017232,0.2496383673161681,0.9256890159958486,0.010418888580797562,0.012832060784781281,0.01802223266434064,8.000074210223243,10.147555239074844,8.046207902253668,-0.6,0.0,0.35354942822717406,-0.0012461331029198362,-0.01503564224611478,0.1346579530910369,0.10369092334243189,0.08223660468752078,0.003322232092141215,-0.0008309780308069466,-0.00025839177147283035,0.01781772235300385
17,1.899609635161847,0.2534799717264019,0.9330973678764585,0.005758828140519579,0.014810404492458988,0.020655370612868026,8.000242882377021,9.603460172831394,8.035172378951927,-0.5,0.0,0.3443745794239759,0.01728494627694931,-0.015133400568463188,0.09472400934206655,0.08743372108120827,0.07421367309175243,0.0009245089663972037,0.0003838289330764068,-0.00016187898860328404,0.01105876315541654
18,1.8998428942582406,0.2518987554808352,0.9293736086160379,0.007303782270909935,0.014499186567933378,0.025018405790828827,8.000151009123426,9.674684771769318,8.023971952793953,-0.4,0.0,0.3510528441602555,0.029296433382080354,-0.006218224584823944,0.08813724891866097,0.08584237562787059,0.06328944449451761,0.0012666812136742532,0.00013558430287234342,0.00028171860151613386,0.009568100457406074
19,1.90038060504023,0.2532086515680422,0.9317445354341025,0.007050282513222963,0.01922117798075494,0.02413387478223978,8.000162088627555,8.94598778468847,8.025762051199953,-0.3,0.0,0.3370376975043294,0.039836528764666757,-0.0009219906167280638,0.09000976337945857,0.08286211472195265,0.0523165799186877,0.0012650529118108367,-0.00031192873582021184,-8.398370969288958e-06,0.008849477667408833
