run,mean_tow_speed,std_tow_speed,t1,t2,n_blade_pass,n_revs,mean_tsr,mean_cp,mean_cd,std_tsr,std_cp,std_cd,std_tsr_per_rev,std_cp_per_rev,std_cd_per_rev,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,t1_wake,t2_wake,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upup,mean_upvp,mean_upwp,mean_vpvp,mean_vpwp,mean_wpwp,k
0,0.6000749999999998,0.0035257075205454825,20.0,44.8,27.0,9.0,1.8996770921391453,0.24160765145539786,0.9187526177553464,0.12138021636483864,0.1550941415786247,0.288913683295052,0.0013245110175398055,0.0069078026716325345,0.010319499911970181,0.003239645547969075,0.019248002644313082,0.025269686510542965,8.002132041899081,14.963347811968955,8.181673529214619,20.0,44.8,-3.0,0.0,0.6642455646107274,-0.01955181455142015,-0.022891532320453177,0.02510563581951902,0.01783782722672124,0.008408285412713516,0.0006301658747108038,-9.707434557508483e-06,-5.166574611358494e-05,0.00031812392934774255,-9.62079146966943e-06,7.068500969786428e-05,0.0005094874068782053
1,0.6000754032258064,0.003555417075841209,20.0,44.8,27.0,9.0,1.8997957071109621,0.23600778622241464,0.9227628712549537,0.1202839850109198,0.15319201306879077,0.2913692025068983,0.0016046126049154888,0.0079501030083691,0.011317149170114185,0.003924735036158352,0.021348059334415158,0.027706971235870265,8.001452714023914,13.901810283285124,8.151060590668173,20.0,44.8,-2.75,0.0,0.6707054435846306,-0.016638104863710805,-0.02280907264817694,0.025008054684536877,0.01819901520346574,0.008519389358358135,0.0006252767098307738,3.9582193017887306e-05,-7.132501178147457e-05,0.0003311373793448529,-3.138853948254345e-06,7.256536197578984e-05,0.0005144897255757083
2,0.6000757560483869,0.003543392169951679,20.0,44.8,27.0,9.0,1.8998956034269903,0.23690378036762108,0.9236334255338731,0.12107242065537817,0.1539333408450788,0.2908749037756771,0.0020819666872041046,0.007861522436451116,0.009212850227379497,0.005092281178981397,0.021164893562125885,0.022566959138313452,8.000862948218955,13.991356571825131,8.227922299145346,20.0,44.8,-2.5,0.0,0.6723090720272833,-0.02085463712639701,-0.022685282339338184,0.023729830814230014,0.01790529968642852,0.01047681286032513,0.0005629913412642238,1.978188096585271e-05,-5.89220686973767e-05,0.00032053511981306306,2.037642866001533e-05,0.00010974147795065504,0.000496633969513971
3,0.6000747479838707,0.003583056735168486,20.0,44.8,27.0,9.0,1.899781434622226,0.23221532518646137,0.9203436156269472,0.12025920063365766,0.15277729492482583,0.2926841979113444,0.001512918652425514,0.006284670956150642,0.009401407440906047,0.003700464096938359,0.018065651005753962,0.023027386884655106,8.001634135913806,15.534009611591461,8.21887628952008,20.0,44.8,-2.25,0.0,0.6121861259166597,-0.014575604887279277,-0.021551209728298295,0.05630233586538915,0.05687584911827597,0.03091469377846253,0.003169313791589366,0.0006914255756460619,0.00014503872635715468,0.0032342100229626105,6.878997842188425e-05,0.0009555256062767115,0.003679524710414344
4,0.6000733158531666,0.003513382301749354,20.0,44.79,27.0,9.0,1.9000782898866764,0.2359885661274382,0.9235500663968225,0.11993312508482774,0.15287495644326823,0.28800385415504254,0.0012237604049051259,0.006623639501582374,0.015117118153316527,0.002993224397217286,0.01870225014395894,0.03699416849557699,8.00249784478222,15.238821621102629,8.084668112499381,20.0,44.79,-2.0,0.0,0.673081953377795,-0.026181651823848948,-0.018437929681024572,0.02989622229788372,0.0281211764526284,0.017107046807065228,0.0008936036910297192,-9.90937267608004e-05,-8.559280650487222e-05,0.0012153228015288503,4.934258300996247e-05,0.00030515133641302697,0.0012070389144857982
5,0.6000767446551029,0.003552630021255193,20.0,44.79,27.0,9.0,1.9000378191972485,0.24250843018346865,0.9243392368549681,0.12272997287505201,0.1565793607411747,0.29236351653934456,0.001317611074601231,0.007851583574700373,0.01370923295013635,0.0032227692912427577,0.021144719410090485,0.03355276604765025,8.002154635563462,14.001967927615109,8.102947516358325,20.0,44.79,-1.8,0.0,0.6862395070342887,-0.037082929867572514,-0.01612348671128922,0.051334168581602474,0.06862599749164483,0.034866157315257065,0.002634665145468829,0.00017504872927648436,-2.5849883886928922e-05,0.004708577263859698,6.022986297700999e-05,0.0012310704303871952,0.0042871564198578615
6,0.6000782258064513,0.0035475146591188644,20.0,44.8,27.0,9.0,1.8997224006529578,0.2380799839071497,0.9274676220237552,0.1221169333954239,0.15597747115368768,0.29617584295031135,0.0008940803688078535,0.005258131722343288,0.017395544758927926,0.0021868810191661026,0.016274600642923825,0.04256428019432465,8.00467901455521,15.999822168152333,8.063940057103986,20.0,44.8,-1.6,0.0,0.6869377016480411,-0.05120745978382465,-0.020052016186063185,0.062491571668483105,0.08192617825367225,0.04649159234038894,0.003904409191587161,-0.0006691459837904122,-4.9409482228094534e-05,0.006710545477872792,0.000178028321112136,0.0021610323784742773,0.006387993523967114
7,0.6000750302541348,0.0035513535067418656,20.0,44.79,27.0,9.0,1.8999137190174922,0.2418040807336976,0.9280307631544898,0.12308901110895609,0.15741476607391403,0.2940108008091313,0.003126128343879912,0.009143647542586017,0.016555974678629747,0.007646173490229999,0.02389062825485377,0.0405116767157382,8.00038275609545,12.795916780111105,8.070590675712943,20.0,44.79,-1.5,0.0,0.6847430413927749,-0.05546309008259201,-0.021112142034111107,0.06301087538294821,0.07526566076664608,0.04331947947646202,0.003969569615715317,-0.00023826000812609844,-7.902278126807128e-05,0.005663777109016079,0.00015910901685606355,0.0018761988072947297,0.005754772766013064
8,0.6000749294070189,0.0035511426493335017,20.0,44.79,27.0,9.0,1.89988414851489,0.238404481543146,0.9251414441573775,0.12113187934981764,0.15416047987963863,0.2925364836758366,0.0025464404413663862,0.007266293817582621,0.01091604305462478,0.006228326547467227,0.019955408029723336,0.026726986543019905,8.000576852887027,14.600973913992009,8.16236418961302,20.0,44.79,-1.4,0.0,0.6794376758533218,-0.06461980641192988,-0.021973578135912938,0.06649803265698036,0.07738543009259698,0.05416468504197856,0.004421096457707228,0.0005519013621585091,0.0001255136350759626,0.005987296943744367,-0.00023529342628874074,0.0029332213725168856,0.006670807386984241
9,0.6000734167002825,0.003541113913881774,20.0,44.79,27.0,9.0,1.9000498980909817,0.24114417881460223,0.9304052199294308,0.12262304664291862,0.15646366280067245,0.2955395624877523,0.0021881719684800844,0.0073244602666854,0.010542841250322826,0.005352045984627479,0.020072215531853146,0.025815262192014733,8.000781253638763,14.541916763027487,8.174061747409645,20.0,44.79,-1.3,0.0,0.6587869680524383,-0.07078636281302869,-0.030279144874022362,0.08538545874593877,0.0754975837008837,0.06117720439245176,0.007289205781198477,0.001329137287341499,-0.00013300044267858997,0.005698735278796476,0.00011405425930912908,0.0037418954662921007,0.008364918263143527
10,0.6000769153225805,0.0035480050516378285,20.0,44.8,27.0,9.0,1.8996637141919581,0.23596869375771387,0.9213691266615153,0.11921045134967594,0.15200947235295695,0.2906818289033716,0.0025744664710571994,0.007111283495066818,0.01701669460685449,0.006296874804841001,0.01964694374592061,0.04163804556190478,8.000564322651675,14.758535640427622,8.0668192430759,20.0,44.8,-1.2,0.0,0.6104288308400541,-0.06887076619236576,-0.014708266193737208,0.10660232331314372,0.09125078533380132,0.08298913915689152,0.011361764195571363,0.0030503848911500385,-0.0001346551727260175,0.0083250270527,-0.0002204850786552379,0.0068858086701756955,0.01328629995922353
11,0.6000726099233564,0.0036033804011203997,20.0,44.79,27.0,9.0,1.8999084107711661,0.236666062528171,0.9191230067601025,0.11861564968497662,0.1509151981455054,0.28682681251884873,0.002187067696741547,0.0034414070186225033,0.006626283494114906,0.005349345072761771,0.013782817172426945,0.016256550572521483,8.000782012333879,13.763570186374455,8.440354594560285,20.0,44.79,-1.1,0.0,0.5575810814116295,-0.05516095205949121,-0.034917103646592826,0.12009597092770068,0.10223466783590145,0.08719088689597514,0.014420133188647388,0.003759446288487197,-0.001003569987912834,0.010449819214070647,-0.00019718109449886419,0.00760071742758214,0.016235334915150085
12,0.6000743243243244,0.003581202154584839,20.0,44.79,27.0,9.0,1.9002550744670705,0.24484745135388972,0.9332386998672546,0.12395551762298614,0.15826155944677475,0.2957952541415786,0.0012850980551774322,0.00832309066822928,0.012871122085549372,0.0031432471911488446,0.022130188121582513,0.03150435092677013,8.002265197668594,13.537344794031702,8.116791604118319,20.0,44.79,-1.0,0.0,0.48605667625543764,-0.03160750304433108,-0.02922347718009653,0.13223716259203663,0.11193585736857353,0.10230653687319863,0.017483140210495518,0.004691493530778906,-0.0015415476347438726,0.012527109009499831,-0.0002970585179580847,0.010464516428599295,0.020237382824297323
13,0.6000731350806451,0.003593800295287979,20.0,44.8,27.0,9.0,1.8999025166003467,0.23955925663006727,0.9216307153499612,0.1216789152458326,0.15530765574200509,0.28950967696409435,0.002758304812647477,0.009087063566357984,0.011939772553457143,0.006746521142305749,0.023767491563952005,0.02922832949230653,8.000491646003777,12.843676620561574,8.135721024820162,20.0,44.8,-0.9,0.0,0.3459760080470944,-0.029352419394619515,-0.020535282294065014,0.11650849387957772,0.09788945415235037,0.09411084837976501,0.013571492406340405,0.00421400425369567,-0.0022767521734342985,0.009580413309802718,-0.0015960773545944224,0.008855066127157753,0.016003485921650438
14,0.600072681451613,0.003656499277010751,20.0,44.8,27.0,9.0,1.8998324097887433,0.24247099911509448,0.9325837803496382,0.12412871194758994,0.15859708549910745,0.2944501254759711,0.0016035639916790617,0.006723312636966281,0.012003783372706545,0.003922170270063459,0.018891935226000325,0.02938474767785436,8.00145464160068,15.143927716954963,8.134278171850562,20.0,44.8,-0.8,0.0,0.2847612905281318,-0.023055040361261138,-0.017429233908267398,0.10565260904406423,0.09566658551721006,0.0818540983723154,0.01116022329906832,0.0037511368491122254,-0.000683185122684221,0.00915025040396027,2.2572145101861668e-05,0.006698742595058326,0.013504608149043458
15,0.6000729124647035,0.0036699981543224006,20.0,44.79,27.0,9.0,1.900041841208199,0.2389337079085658,0.9242248680557672,0.12013131424731643,0.15320850339751058,0.2881721185466882,0.0011568609933230974,0.009228640613516532,0.016819958232523708,0.002829598622958264,0.02407629367650719,0.04115706095221311,8.002795061708346,12.725665073674149,8.068393289476024,20.0,44.79,-0.7,0.0,0.261144009891397,0.010930012127644892,-0.0327188382914685,0.0998378037661252,0.08935586060630663,0.07644484044141174,0.009965576656030727,0.0032450560612308325,-0.001973256705900977,0.007982859403188113,-0.0015688353106269892,0.005842634966613482,0.011895535512916161
16,0.6000733662767245,0.003693016748066852,20.0,44.79,27.0,9.0,1.9002000422556626,0.23902005977345697,0.9272330039082983,0.12213262800105813,0.15569906059874858,0.2944504654174167,0.0019679345282053082,0.011278046100255798,0.019629374864911918,0.004813372970064306,0.028670930181946813,0.048026000116153066,8.00096594252325,11.342777723087362,8.050217242760759,20.0,44.79,-0.6,0.0,0.21603791865940195,0.0014576441734223753,-0.01580354982050464,0.07332158895938223,0.07099940581056169,0.054971374935113865,0.0053749710881644385,0.001292313212592127,-0.0010362083272360963,0.0050398989018494616,-0.0005670606546837503,0.003021242572127325,0.006718056281070613
17,0.6000751008064517,0.0037379422321926854,20.0,44.8,27.0,9.0,1.8996665592960973,0.23751072602231382,0.926042449799784,0.12264453810958134,0.15645001063025937,0.2920684858965839,0.001575153701823174,0.00628718769319285,0.007577865024098313,0.0038526825372614372,0.018069888290423344,0.018576537198404776,8.001507503982497,15.531657113927327,8.336805132633229,20.0,44.8,-0.5,0.0,0.18766028249411912,0.0037287212666186095,-0.010356451628467767,0.05541873907697062,0.056764359426493986,0.03855937150188016,0.0030706174399456887,0.0005095708147205741,-8.200698317440055e-05,0.0032215426034597973,-5.1174583439871416e-05,0.0014865253674888341,0.00388934270544716
